reporting_period,maintenance_activity,maintenance_asset_category,measure_asset_quantity,source_unit,asset_quantity_at_year_end,quantity_inspected_maintained,average_age_of_asset_group,inspection_cycle_years,maintenance_cycle_years,source_workbook,source_sheet,source_row,business,landing_page_url,source_page_url,metadata_match_status,maintenance_activity_resolved,activity_resolution_status,activity_anchor_source_row,row_classification,analytic_row_eligible,maintenance_activity_standard_id,maintenance_activity_standard,maintenance_asset_standard_id,maintenance_asset_standard,activity_mapping_status,asset_mapping_status,quantity_unit_standard,quantity_scale_factor,quantity_unit_status,asset_quantity_at_year_end_standard,asset_quantity_at_year_end_status,quantity_inspected_maintained_standard,quantity_inspected_maintained_status,average_age_of_asset_group_standard,average_age_of_asset_group_status,inspection_cycle_years_standard,inspection_cycle_years_status,maintenance_cycle_years_standard,maintenance_cycle_years_status
2018-19,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,78.0,78.0,39.9,0.25,0.5,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,18,ElectraNet,https://www.aer.gov.au/documents/electranet-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=2,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,78.0,numeric,78.0,numeric,39.9,numeric,0.25,numeric,0.5,numeric
2018-19,SCADA & network control maintenance,SCADA & network control maintenance,NUMBER OF COMMS SITES,,120.0,120.0,30.0,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,19,ElectraNet,https://www.aer.gov.au/documents/electranet-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=2,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,inferred_from_measure,120.0,numeric,120.0,numeric,30.0,numeric,0.5,numeric,,recognized_special
2018-19,Protection systems maintenance,Protection systems maintenance,NUMBER OF PROTECTION SYSTEMS,,1436.0,1436.0,12.6,0.25,4,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,20,ElectraNet,https://www.aer.gov.au/documents/electranet-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=2,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,inferred_from_measure,1436.0,numeric,1436.0,numeric,12.6,numeric,0.25,numeric,4.0,numeric
2018-19,Other maintenance activity ,RIGHT OF WAY (ROW) MAINTENANCE,LENGTH (ROUTE KM),,4526.0,4526.0,45.24,0.5,3,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,21,ElectraNet,https://www.aer.gov.au/documents/electranet-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=2,validated_manifest_match,Other maintenance activity ,submitted,21,meaningful,True,other_maintenance_activity,Other maintenance activity,right_of_way_maintenance,Right of way (ROW) maintenance,mapped,mapped,km,1.0,inferred_from_measure,4526.0,numeric,4526.0,numeric,45.24,numeric,0.5,numeric,3.0,numeric
2019-20,Transmission lines maintenance,Transmission towers,Number of towers,0's,13250.0,13250.0,48.3,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,12,ElectraNet,https://www.aer.gov.au/documents/electranet-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=1,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,13250.0,numeric,13250.0,numeric,48.3,numeric,0.5,numeric,,recognized_special
2019-20,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,58393.0,58393.0,46.0,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,13,ElectraNet,https://www.aer.gov.au/documents/electranet-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=1,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,58393.0,numeric,58393.0,numeric,46.0,numeric,0.5,numeric,,recognized_special
2019-20,Transmission lines maintenance,Conductors,Route length,km,5492.5,5492.5,46.6,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,14,ElectraNet,https://www.aer.gov.au/documents/electranet-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=1,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,5492.5,numeric,5492.5,numeric,46.6,numeric,0.5,numeric,,recognized_special
2019-20,Transmission lines maintenance,Transmission cables,Route length,km,0.027,0.027,18.0,0.02,Nil. Cond mon.&corr mtce,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,15,ElectraNet,https://www.aer.gov.au/documents/electranet-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=1,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,0.027,numeric,0.027,numeric,18.0,numeric,0.02,numeric,,recognized_special
2019-20,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1622.0,1622.0,27.9,0.25,6,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,16,ElectraNet,https://www.aer.gov.au/documents/electranet-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=1,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,1622.0,numeric,1622.0,numeric,27.9,numeric,0.25,numeric,6.0,numeric
2019-20,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,143.0,143.0,27.0,0.25,6,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,17,ElectraNet,https://www.aer.gov.au/documents/electranet-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=1,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,143.0,numeric,143.0,numeric,27.0,numeric,0.25,numeric,6.0,numeric
2019-20,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,78.0,78.0,40.9,0.25,0.5,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,18,ElectraNet,https://www.aer.gov.au/documents/electranet-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=1,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,78.0,numeric,78.0,numeric,40.9,numeric,0.25,numeric,0.5,numeric
2019-20,SCADA & network control maintenance,SCADA & network control maintenance,NUMBER OF COMMS SITES,,118.0,118.0,31.1,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,19,ElectraNet,https://www.aer.gov.au/documents/electranet-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=1,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,inferred_from_measure,118.0,numeric,118.0,numeric,31.1,numeric,0.5,numeric,,recognized_special
2019-20,Protection systems maintenance,Protection systems maintenance,NUMBER OF PROTECTION SYSTEMS,,1485.0,1485.0,14.0,0.25,4,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,20,ElectraNet,https://www.aer.gov.au/documents/electranet-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=1,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,inferred_from_measure,1485.0,numeric,1485.0,numeric,14.0,numeric,0.25,numeric,4.0,numeric
2019-20,Other maintenance activity ,RIGHT OF WAY ROW MAINTENANCE,LENGTH (ROUTE KM),,4531.0,4531.0,46.6,0.5,3,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,21,ElectraNet,https://www.aer.gov.au/documents/electranet-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=1,validated_manifest_match,Other maintenance activity ,submitted,21,meaningful,True,other_maintenance_activity,Other maintenance activity,right_of_way_maintenance,Right of way (ROW) maintenance,mapped,mapped,km,1.0,inferred_from_measure,4531.0,numeric,4531.0,numeric,46.6,numeric,0.5,numeric,3.0,numeric
2020-21,Transmission lines maintenance,Transmission towers,Number of towers,0's,13193.0,13193.0,48.6,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,12,ElectraNet,https://www.aer.gov.au/documents/electranet-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=6,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,13193.0,numeric,13193.0,numeric,48.6,numeric,0.5,numeric,,recognized_special
2020-21,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,58944.0,58944.0,46.9,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,13,ElectraNet,https://www.aer.gov.au/documents/electranet-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=6,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,58944.0,numeric,58944.0,numeric,46.9,numeric,0.5,numeric,,recognized_special
2020-21,Transmission lines maintenance,Conductors,Route length,km,5488.7,5488.7,47.46,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,14,ElectraNet,https://www.aer.gov.au/documents/electranet-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=6,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,5488.7,numeric,5488.7,numeric,47.46,numeric,0.5,numeric,,recognized_special
2020-21,Transmission lines maintenance,Transmission cables,Route length,km,27.0,27.0,19.0,0.02,Nil. Cond mon.&corr mtce,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,15,ElectraNet,https://www.aer.gov.au/documents/electranet-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=6,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,27.0,numeric,27.0,numeric,19.0,numeric,0.02,numeric,,recognized_special
2020-21,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1708.0,1708.0,26.8,0.25,6,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,16,ElectraNet,https://www.aer.gov.au/documents/electranet-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=6,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,1708.0,numeric,1708.0,numeric,26.8,numeric,0.25,numeric,6.0,numeric
2020-21,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,146.0,146.0,27.0,0.25,6,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,17,ElectraNet,https://www.aer.gov.au/documents/electranet-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=6,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,146.0,numeric,146.0,numeric,27.0,numeric,0.25,numeric,6.0,numeric
2020-21,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,78.0,78.0,42.2,0.25,0.5,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,18,ElectraNet,https://www.aer.gov.au/documents/electranet-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=6,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,78.0,numeric,78.0,numeric,42.2,numeric,0.25,numeric,0.5,numeric
2020-21,SCADA & network control maintenance,SCADA & network control maintenance,NUMBER OF COMMS SITES,,118.0,118.0,32.1,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,19,ElectraNet,https://www.aer.gov.au/documents/electranet-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=6,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,inferred_from_measure,118.0,numeric,118.0,numeric,32.1,numeric,0.5,numeric,,recognized_special
